,Job Title,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,minimal_salary,maximal_salary,average_salary,python,sql,power bi,excel,tableau
1061,JPSC-6986 - Data Governance Analyst,4.5,Avani Technology Solutions,"Scottsdale, AZ","Rochester, NY",501 to 1000 employees,2008.0,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),,45.0,78.0,61.5,False,False,False,False,False
1062,Project Regulatory/Risk Data Analyst,3.1,MUFG,"Tempe, AZ","Tokyo, Japan",10000+ employees,1864.0,Company - Public,Banks & Credit Unions,Finance,$10+ billion (USD),,45.0,78.0,61.5,False,True,False,True,True
1063,Marketing Data Analyst Coordinator,,AUDACIOUS STUDIOS,"Tempe, AZ","Tempe, AZ",Unknown,,Company - Private,,,Unknown / Non-Applicable,,45.0,78.0,61.5,True,True,False,True,True
1064,Language Data Analyst,2.8,TransPerfect,"Tempe, AZ","New York, NY",1001 to 5000 employees,1992.0,Company - Private,Consulting,Business Services,$500 million to $1 billion (USD),,45.0,78.0,61.5,False,False,False,False,False
1065,Senior Analyst - Client Data,2.9,CVS Health,"Scottsdale, AZ","Woonsocket, RI",10000+ employees,1963.0,Company - Public,Health Care Services & Hospitals,Health Care,$10+ billion (USD),"Walmart, Walgreens, Express Scripts",45.0,78.0,61.5,False,True,False,True,False
1066,Data Analyst II,3.6,Greenphire,"King of Prussia, PA","King of Prussia, PA",201 to 500 employees,2008.0,Company - Private,Computer Hardware & Software,Information Technology,$50 to $100 million (USD),"DrugDev , Bracket, Bioclinica",41.0,78.0,59.5,False,True,True,True,False
1067,Data Analyst - Priceguide,3.6,ECRI,"Plymouth Meeting, PA","Plymouth Meeting, PA",201 to 500 employees,1968.0,Nonprofit Organization,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,,41.0,78.0,59.5,False,True,False,False,False
1068,Sr Data Analyst,2.3,United BioSource,"Blue Bell, PA","Blue Bell, PA",1001 to 5000 employees,2003.0,Other Organization,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),"Covance, ICON",41.0,78.0,59.5,False,True,False,True,True
1069,Junior Data Analyst,3.2,Revantage Corporate Services,"Fort Washington, PA","Chicago, IL",201 to 500 employees,2017.0,Company - Private,Real Estate,Real Estate,Unknown / Non-Applicable,,41.0,78.0,59.5,False,True,False,True,False
1070,Sr. Data Analyst,3.6,Community Behavioral Health,"Philadelphia, PA","Phila, PA",201 to 500 employees,1994.0,Company - Private,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),,41.0,78.0,59.5,False,True,True,True,True
1071,Data Analyst,4.7,STRATIS IoT Inc,"Philadelphia, PA","Philadelphia, PA",1 to 50 employees,2013.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,,41.0,78.0,59.5,False,False,False,False,False
1072,Data Analyst,3.9,Ampcus Incorporated,"Philadelphia, PA","Chantilly, VA",501 to 1000 employees,2004.0,Company - Private,Consulting,Business Services,$50 to $100 million (USD),,41.0,78.0,59.5,False,True,False,True,False
1073,Data Analyst,3.9,Mondo,"Wilmington, DE","New York, NY",51 to 200 employees,2000.0,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),"Robert Half, Insight Global",41.0,78.0,59.5,False,True,False,True,True
1074,Data Analyst - Entry Level,,2000 east westmoreland st,"King of Prussia, PA",,,,,,,,,41.0,78.0,59.5,False,False,False,False,False
1075,SQL Data Analyst,3.9,Mondo,"Malvern, PA","New York, NY",51 to 200 employees,2000.0,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),"Robert Half, Insight Global",41.0,78.0,59.5,False,True,True,False,True
1076,Data Analyst,3.8,Seer Interactive,"Philadelphia, PA","Philadelphia, PA",51 to 200 employees,2002.0,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,,41.0,78.0,59.5,True,True,True,False,False
1077,Junior Data Analyst,5.0,"Staffigo Technical Services, LLC","Philadelphia, PA","Woodridge, IL",51 to 200 employees,2008.0,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),,41.0,78.0,59.5,False,True,False,True,False
1078,"Data Analyst, Data & Analytics (Advanced Analytics) Manager (Multiple Positions)",,Ernst & Young,"Philadelphia, PA",,,,,,,,,41.0,78.0,59.5,True,True,True,False,True
1079,Data Analyst,3.7,"Tetra Tech, Inc.","Philadelphia, PA","Pasadena, CA",10000+ employees,1966.0,Company - Public,Architectural & Engineering Services,Business Services,$2 to $5 billion (USD),,41.0,78.0,59.5,False,False,False,True,False
1080,Pharmaceutical Data Analyst,5.0,"Keen360, Inc.","Horsham, PA","King of Prussia, PA",1 to 50 employees,,Company - Private,,,Unknown / Non-Applicable,,41.0,78.0,59.5,False,True,False,True,False
1081,Data Analyst,3.5,"The Judge Group, Inc.","Camden, NJ","Wayne, PA",1001 to 5000 employees,1970.0,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),"Adecco, Kforce",41.0,78.0,59.5,False,False,False,True,False
1082,Data Analyst,3.8,Apex Systems,"Philadelphia, PA","Glen Allen, VA",1001 to 5000 employees,1995.0,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),"TEKsystems, Insight Global, Accenture",41.0,78.0,59.5,False,True,False,True,False
1083,Data Analyst,4.2,"Micro-Data Systems, Inc.","Philadelphia, PA","Holmdel, NJ",51 to 200 employees,1992.0,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),,41.0,78.0,59.5,True,True,True,False,False
1084,Data Analyst,3.3,Techligent,"Philadelphia, PA","Vienna, VA",1 to 50 employees,,Company - Private,IT Services,Information Technology,Less than $1 million (USD),,41.0,78.0,59.5,True,True,False,True,False
1085,Data Analyst - Data Science,3.3,Gopuff,"Philadelphia, PA","Philadelphia, PA",1001 to 5000 employees,2013.0,Company - Private,Express Delivery Services,Transportation & Logistics,Unknown / Non-Applicable,,41.0,78.0,59.5,True,True,False,True,True
1086,Data Analyst,4.1,Collabera,"Philadelphia, PA","Basking Ridge, NJ",10000+ employees,1991.0,Company - Private,IT Services,Information Technology,$500 million to $1 billion (USD),"Kforce, Insight Global, Volt Consulting Group",41.0,78.0,59.5,False,True,False,True,False
1087,Data Reporting Analyst,3.9,Mondo,"Feasterville Trevose, PA","New York, NY",51 to 200 employees,2000.0,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),"Robert Half, Insight Global",41.0,78.0,59.5,False,True,True,False,False
1088,Data Analyst,4.3,University of Pennsylvania,"Philadelphia, PA","Philadelphia, PA",10000+ employees,1740.0,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,"Harvard University, Yale University, Princeton University",41.0,78.0,59.5,True,True,True,True,True
1089,Data Analyst,4.1,"VSE, Inc.","Feasterville Trevose, PA","Langhorne, PA",1 to 50 employees,,Company - Private,"Cable, Internet & Telephone Providers",Telecommunications,$5 to $10 million (USD),,41.0,78.0,59.5,False,True,False,True,False
1090,Data Analyst,3.5,Eastern Metal Recycling,"Camden, NJ","Warrington, United Kingdom",1001 to 5000 employees,,Company - Private,Metals Brokers,Mining & Metals,$2 to $5 billion (USD),,41.0,78.0,59.5,True,True,False,True,True
1091,"Data Analyst, Data & Analytics (Advanced Analytics) Manager (Multiple Positions)",3.8,EY,"Philadelphia, PA","London, United Kingdom",10000+ employees,1989.0,Company - Private,Accounting,Accounting & Legal,$10+ billion (USD),"Deloitte, KPMG, PwC",41.0,78.0,59.5,True,True,True,False,True
1092,Data Analyst,3.6,Red Tettemer,"Philadelphia, PA","Philadelphia, PA",51 to 200 employees,,Company - Private,Advertising & Marketing,Business Services,$10 to $25 million (USD),,41.0,78.0,59.5,False,False,False,False,False
1093,Data Reporting Analyst,3.5,Robert Half,"Philadelphia, PA","Menlo Park, CA",10000+ employees,1948.0,Company - Public,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),"Adecco, Manpower",41.0,78.0,59.5,False,False,False,True,False
1094,"Jr. Data Analyst, Master Data",3.2,IntegriChain,"Philadelphia, PA","Philadelphia, PA",201 to 500 employees,2005.0,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),,38.0,68.0,53.0,False,True,False,False,False
1095,Data Analyst,2.4,PMHCC Inc.,"Philadelphia, PA","Philadelphia, PA",501 to 1000 employees,1987.0,Nonprofit Organization,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,,38.0,68.0,53.0,False,True,True,True,False
1096,Neuroimaging Data Analyst Junior,4.3,University of Pennsylvania,"Philadelphia, PA","Philadelphia, PA",10000+ employees,1740.0,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,"Harvard University, Yale University, Princeton University",38.0,68.0,53.0,True,False,False,True,False
1097,Healthcare Data Analytics Analyst,3.1,AmeriHealth Caritas,"Philadelphia, PA","Philadelphia, PA",5001 to 10000 employees,1983.0,Company - Private,Insurance Carriers,Insurance,$5 to $10 billion (USD),"UnitedHealth Group, Molina Healthcare, Centene",38.0,68.0,53.0,False,True,False,True,True
1098,Certified Tumor Registrar/Data Analyst [CTR and experience required],3.5,Temple University Health System,"Philadelphia, PA","Philadelphia, PA",5001 to 10000 employees,,Hospital,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),,38.0,68.0,53.0,False,False,False,False,False
1099,Business Systems/Data Analyst [Remote],,Wittij Consul,"Philadelphia, PA","Smithfield, RI",1 to 50 employees,,Unknown,,,Unknown / Non-Applicable,,38.0,68.0,53.0,False,False,False,True,False
1100,CCB Risk - Fraud Risk Data Analyst - Associate,3.9,JPMorgan Chase & Co.,"Wilmington, DE","New York, NY",10000+ employees,1799.0,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),,38.0,68.0,53.0,False,True,False,True,False
1101,Data Analyst,5.0,"Staffigo Technical Services, LLC","Philadelphia, PA","Woodridge, IL",51 to 200 employees,2008.0,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),,38.0,68.0,53.0,False,True,False,True,False
1102,Analyst Data Intelligence (US),2.4,Avantor,"Radnor, PA","Radnor, PA",10000+ employees,1904.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion (USD),"Thermo Fisher Scientific, MilliporeSigma, Merck KGaA",38.0,68.0,53.0,True,True,False,True,False
1103,Healthcare Data Analytics Analyst,,Amerihealth Caritas Health ,"Philadelphia, PA",,,,,,,,,38.0,68.0,53.0,False,True,False,True,True
1104,Data Analyst,4.2,Tandigm Health LLC,"West Conshohocken, PA","West Conshohocken, PA",51 to 200 employees,2014.0,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,,38.0,68.0,53.0,False,True,False,True,True
1105,Clinical Data Analyst,4.3,University of Pennsylvania,"Philadelphia, PA","Philadelphia, PA",10000+ employees,1740.0,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,"Harvard University, Yale University, Princeton University",38.0,68.0,53.0,False,False,False,True,False
1106,Data Analyst - Contract - W2,,Amplify Sys,"Malvern, PA","Salem, NH",1 to 50 employees,,Company - Public,IT Services,Information Technology,Less than $1 million (USD),,38.0,68.0,53.0,False,False,False,True,False
1107,Healthcare Data Analyst,,DL Staffing Solut,"Philadelphia, PA",,,,,,,,,38.0,68.0,53.0,False,True,False,False,False
1108,"Data Analyst, Value Based Payment (VBP)",2.7,Change Healthcare,"King of Prussia, PA","Nashville, TN",10000+ employees,2007.0,Company - Public,IT Services,Information Technology,Unknown / Non-Applicable,,38.0,68.0,53.0,False,True,False,True,False
1109,Data Analyst - Digital Media,4.6,Bryn Mawr Communications LLC,"Wayne, PA","Wayne, PA",1 to 50 employees,,Company - Private,Publishing,Media,$1 to $5 million (USD),,38.0,68.0,53.0,False,True,False,True,False
1110,Data Strategy Analyst,3.9,Mondo,"Wilmington, DE","New York, NY",51 to 200 employees,2000.0,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),"Robert Half, Insight Global",38.0,68.0,53.0,True,True,False,False,True
1111,Business Data Analyst,3.5,Dextro Software Systems,"Bensalem, PA","Princeton Junction, NJ",51 to 200 employees,1993.0,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),Vaptech,38.0,68.0,53.0,False,True,False,False,False
1112,"Senior Data Analyst, Specialist",3.2,Vanguard,"Malvern, PA","Malvern, PA",10000+ employees,1975.0,Company - Private,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable,"Charles Schwab, Fidelity Investments, Edward Jones",38.0,68.0,53.0,True,True,False,False,False
1113,Data Analyst/Architect,2.7,TechUSA,"Philadelphia, PA","Millersville, MD",1001 to 5000 employees,1998.0,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),,38.0,68.0,53.0,False,False,False,False,False
1114,Sr Data Analyst,3.9,Mondo,"Philadelphia, PA","New York, NY",51 to 200 employees,2000.0,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),"Robert Half, Insight Global",38.0,68.0,53.0,True,True,False,False,True
1115,Data Analyst - Contractor,3.1,ConnectiveRx,"King of Prussia, PA","Whippany, NJ",1001 to 5000 employees,2015.0,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,,38.0,68.0,53.0,True,True,False,False,True
1116,SQL Data Analyst,4.5,Piper Companies,"Horsham, PA","Mc Lean, VA",201 to 500 employees,2011.0,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,,38.0,68.0,53.0,False,True,False,True,False
1117,Data Analyst/Records Management,3.8,"Innovative Development, LLC","Exton, PA","Harleysville, PA",51 to 200 employees,1992.0,Company - Private,Consulting,Business Services,$10 to $25 million (USD),,38.0,68.0,53.0,False,True,False,False,False
1118,Senior Data Analyst,3.2,Philabundance,"Philadelphia, PA","Philadelphia, PA",201 to 500 employees,,Nonprofit Organization,Social Assistance,Non-Profit,Unknown / Non-Applicable,,38.0,68.0,53.0,False,True,True,True,True
1119,Senior Data Analyst,4.1,Collabera,"Philadelphia, PA","Basking Ridge, NJ",10000+ employees,1991.0,Company - Private,IT Services,Information Technology,$500 million to $1 billion (USD),"Kforce, Insight Global, Volt Consulting Group",38.0,68.0,53.0,False,True,False,False,False
1120,Business / Data Analyst,,Kforce Technology Staf,"Wilmington, DE",,,,,,,,,38.0,68.0,53.0,False,False,False,False,False
1121,Data Analyst- Remote,,FredB,"Doylestown, PA",,,,,,,,,38.0,68.0,53.0,False,False,False,True,False
1122,Data Governance Analyst,3.5,"Genuent Global, LLC","Wayne, PA","Houston, TX",201 to 500 employees,2006.0,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),,38.0,68.0,53.0,False,True,False,True,False
1123,Senior Data Analyst,4.3,University of Pennsylvania,"Philadelphia, PA","Philadelphia, PA",10000+ employees,1740.0,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,"Harvard University, Yale University, Princeton University",37.0,44.0,40.5,True,False,False,True,False
1124,Data Analyst- Remote,1.8,"Fred Beans Parts, Inc","Doylestown, PA","Doylestown, PA",51 to 200 employees,,Company - Private,,,$50 to $100 million (USD),,37.0,44.0,40.5,False,False,False,True,False
1125,Senior Healthcare Data Analyst - Multiple Positions,3.7,CHOP,"Philadelphia, PA","Philadelphia, PA",1001 to 5000 employees,1855.0,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD),,37.0,44.0,40.5,True,True,False,True,True
1126,Data Analyst D,4.3,University of Pennsylvania,"Philadelphia, PA","Philadelphia, PA",10000+ employees,1740.0,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,"Harvard University, Yale University, Princeton University",37.0,44.0,40.5,False,False,False,True,False
1127,Data Analyst,3.8,"Login Consulting Services, Inc","Allegheny West, PA","El Segundo, CA",51 to 200 employees,,Company - Private,Consulting,Business Services,$5 to $10 million (USD),,37.0,44.0,40.5,False,True,False,False,False
1128,Data Analyst,4.0,ORS Partners,"Paoli, PA","Audubon, PA",51 to 200 employees,2012.0,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),,37.0,44.0,40.5,False,True,False,True,True
1129,Data Analyst- Remote,3.9,Fred Beans,"Doylestown, PA","Doylestown, PA",1001 to 5000 employees,,Company - Private,Vehicle Dealers,Retail,$1 to $2 billion (USD),,37.0,44.0,40.5,False,False,False,True,False
1130,SQL Data Analyst,3.9,"Zachary Piper Solutions, LLC","Horsham, PA","Mc Lean, VA",51 to 200 employees,2011.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,$10 to $25 million (USD),,37.0,44.0,40.5,False,True,False,True,False
1131,Business/Data Analyst,3.4,Infinity Consulting Solutions,"Wilmington, DE","New York, NY",501 to 1000 employees,2001.0,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),"The Judge Group, Addison Group, PageGroup",37.0,44.0,40.5,False,True,False,False,False
1132,Data and Information Analyst,2.4,"PMHCC, Inc.","Philadelphia, PA","Philadelphia, PA",501 to 1000 employees,1987.0,Nonprofit Organization,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,,37.0,44.0,40.5,False,True,False,True,False
1133,Data Analyst,3.2,Angeion Group,"Chester Township, PA","Philadelphia, PA",1 to 50 employees,,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,,37.0,44.0,40.5,False,True,False,True,False
1134,Data Analyst,3.8,"iTech Solutions, Inc","Conshohocken, PA","Farmington, CT",51 to 200 employees,1995.0,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),,37.0,44.0,40.5,False,True,False,True,False
1135,Data Analyst,2.6,AccessLex Institute,"West Chester, PA","West Chester, PA",51 to 200 employees,,Nonprofit Organization,Colleges & Universities,Education,Unknown / Non-Applicable,,37.0,44.0,40.5,False,True,True,True,False
1136,Senior CX Data Analyst,3.2,Vanguard,"Malvern, PA","Malvern, PA",10000+ employees,1975.0,Company - Private,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable,"Charles Schwab, Fidelity Investments, Edward Jones",37.0,44.0,40.5,True,True,False,False,False
1137,"Senior Data Management Analyst, Enterprise Data Management, OCDO",3.9,TD Bank,"Mount Laurel, NJ","Toronto, Canada",10000+ employees,1855.0,Company - Public,Banks & Credit Unions,Finance,$10+ billion (USD),"Chase, BB&T, SunTrust",37.0,44.0,40.5,False,False,False,True,False
1138,Vertical Lift Data Exploitation Analyst,3.7,Boeing,"Ridley Park, PA","Chicago, IL",10000+ employees,1916.0,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),"Lockheed Martin, Northrop Grumman, Airbus",37.0,44.0,40.5,True,True,False,False,False
1139,Data Governance Analyst,4.7,TeamSoft,"Wayne, PA","Middleton, WI",201 to 500 employees,1996.0,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),,37.0,44.0,40.5,False,True,False,True,False
1140,Business Data Analyst,4.2,Freedom Mortgage,"Mount Laurel, NJ","Mount Laurel, NJ",1001 to 5000 employees,1990.0,Company - Private,Investment Banking & Asset Management,Finance,$1 to $2 billion (USD),,37.0,44.0,40.5,False,True,True,True,False
1141,Business Analyst - Data Science & SQL,3.5,"Computer Enterprises, Inc.","Philadelphia, PA","Pittsburgh, PA",501 to 1000 employees,1992.0,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),"TEKsystems, CGI, SDLC Partners",37.0,44.0,40.5,False,True,False,False,False
1142,Lead Geophysical Data Analyst,3.5,Weston Solutions Inc.,"West Chester, PA","West Chester, PA",1001 to 5000 employees,1957.0,Company - Private,Oil & Gas Services,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),,37.0,44.0,40.5,False,False,False,False,False
1143,Sales Data Analyst,3.7,McGrath Systems,"Berwyn, PA","Blue Bell, PA",1 to 50 employees,2005.0,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),,37.0,44.0,40.5,False,False,False,True,False
1144,Data Analyst,,DL Staffing Solut,"Newtown, PA",,,,,,,,,37.0,44.0,40.5,False,False,False,False,False
1145,Business Analyst/Data Domain Expert,3.2,"Numeric, LLC","Philadelphia, PA","Chadds Ford, PA",1 to 50 employees,,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),,37.0,44.0,40.5,True,True,False,False,False
1146,Junior Data Analyst - SQL Programmer,2.7,TechUSA,"Philadelphia, PA","Millersville, MD",1001 to 5000 employees,1998.0,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),,37.0,44.0,40.5,False,True,False,True,True
1147,Data Analyst,4.5,Piper Companies,"Horsham, PA","Mc Lean, VA",201 to 500 employees,2011.0,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,,37.0,44.0,40.5,False,True,False,True,False
1148,Business / Data Analyst,4.1,Kforce,"Wilmington, DE","Tampa, FL",10000+ employees,1966.0,Company - Public,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD),,37.0,44.0,40.5,False,False,False,False,False
1149,"Business Analyst with Data domain,media",,LiveM,"Philadelphia, PA","Dallas, TX",51 to 200 employees,,Company - Private,,,Unknown / Non-Applicable,,37.0,44.0,40.5,True,True,False,False,False
1150,Data Analyst,3.9,"Zachary Piper Solutions, LLC","Horsham, PA","Mc Lean, VA",51 to 200 employees,2011.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,$10 to $25 million (USD),,37.0,44.0,40.5,False,True,False,True,False
1151,Senior Data Analyst,3.6,A2C Consulting,"Philadelphia, PA","Philadelphia, PA",1 to 50 employees,1994.0,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,,37.0,44.0,40.5,False,True,False,False,False
1152,Senior Healthcare Data Analyst - Cost and Utilization Analysis,3.6,Community Behavioral Health,"Philadelphia, PA","Phila, PA",201 to 500 employees,1994.0,Company - Private,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),,64.0,113.0,88.5,False,True,False,True,False
1153,Pharmaceutical Customer Data Analyst,4.1,APN Software Services Inc.,"Plymouth Meeting, PA","Newark, CA",51 to 200 employees,,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),,64.0,113.0,88.5,False,True,False,True,False
1154,Data Analyst,4.4,Contemporary Staffing Solutions,"Philadelphia, PA","Mount Laurel, NJ",1001 to 5000 employees,1994.0,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),"PathFinder Staffing, Juno Search Partners, Robert Half",64.0,113.0,88.5,False,True,False,True,False
1155,Senior Data Analyst,3.5,The Judge Group,"Wayne, PA","Wayne, PA",1001 to 5000 employees,1970.0,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),"Adecco, Kforce",64.0,113.0,88.5,False,True,False,False,True
1156,Program Manager / Business Data Analyst,2.3,Versant Health,"Newtown Square, PA","Linthicum, MD",1001 to 5000 employees,,Company - Private,Insurance Carriers,Insurance,Unknown / Non-Applicable,,64.0,113.0,88.5,False,False,False,True,False
1157,DBA / Data Analyst,4.2,Micro-Data Systems Inc.,"Philadelphia, PA","Holmdel, NJ",51 to 200 employees,1992.0,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),,64.0,113.0,88.5,True,True,True,False,False
1158,Analyst - Data Intelligence (US),2.4,Avantor,"Wayne, PA","Radnor, PA",10000+ employees,1904.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion (USD),"Thermo Fisher Scientific, MilliporeSigma, Merck KGaA",64.0,113.0,88.5,True,True,False,True,False
1159,"Data Analyst (Philadelphia, PA)",3.7,Tetra Tech,"Philadelphia, PA","Pasadena, CA",10000+ employees,1966.0,Company - Public,Architectural & Engineering Services,Business Services,$2 to $5 billion (USD),,64.0,113.0,88.5,False,False,False,True,False
1160,Data & Systems Analyst,4.2,Freedom Mortgage,"Mount Laurel, NJ","Mount Laurel, NJ",1001 to 5000 employees,1990.0,Company - Private,Investment Banking & Asset Management,Finance,$1 to $2 billion (USD),,64.0,113.0,88.5,False,True,True,True,False
1161,Business Analyst - Data and Analytics,2.7,Eastern Airlines LLC,"Wayne, PA","Miami, FL",1 to 50 employees,,Company - Private,,,$5 to $10 million (USD),,64.0,113.0,88.5,False,True,True,True,True
1162,Lead Data Analyst,4.3,NextGen Global Resources LLC,"Philadelphia, PA","San Diego, CA",501 to 1000 employees,2009.0,Subsidiary or Business Segment,"Cable, Internet & Telephone Providers",Telecommunications,$100 to $500 million (USD),"Aerotek, Kforce, Glotel",64.0,113.0,88.5,True,True,False,True,True
1163,Senior Data Analyst - Client Experience,3.2,Vanguard,"Malvern, PA","Malvern, PA",10000+ employees,1975.0,Company - Private,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable,"Charles Schwab, Fidelity Investments, Edward Jones",64.0,113.0,88.5,True,True,False,False,False
1164,Data Analyst and Report Writer,3.5,The Judge Group,"Boothwyn, PA","Wayne, PA",1001 to 5000 employees,1970.0,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),"Adecco, Kforce",64.0,113.0,88.5,False,True,False,False,False
1165,Payment Integrity Data Analyst,3.7,amerihealth,"Philadelphia, PA","Philadelphia, PA",5001 to 10000 employees,1997.0,Subsidiary or Business Segment,Insurance Carriers,Insurance,$25 to $50 million (USD),,64.0,113.0,88.5,False,False,False,False,False
1166,Lead Data Analyst,3.9,GSK,"Philadelphia, PA","Brentford, United Kingdom",10000+ employees,1830.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Pfizer, AstraZeneca, Merck",64.0,113.0,88.5,True,False,True,False,False
1167,Data Analyst-(analytics),3.6,A2C Consulting,"Philadelphia, PA","Philadelphia, PA",1 to 50 employees,1994.0,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,,64.0,113.0,88.5,True,True,False,True,True
1168,Pharmaceutical Data Analyst – Analytics,,Conce,"King of Prussia, PA",,,,,,,,,64.0,113.0,88.5,False,True,False,True,True
1169,Patient Recruitment Data Analyst (ArcGIS),,Pharmica Consul,"Norristown, PA","Sparta, NJ",Unknown,,Company - Private,,,Unknown / Non-Applicable,,64.0,113.0,88.5,False,False,False,False,False
1170,Virology Data Analysts,3.4,Eurofins,"West Point, PA","Luxembourg, Luxembourg",10000+ employees,1987.0,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion (USD),,64.0,113.0,88.5,False,False,False,True,False
1171,Biochemist Data Analyst,3.4,Eurofins,"West Point, PA","Luxembourg, Luxembourg",10000+ employees,1987.0,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion (USD),,64.0,113.0,88.5,False,False,False,True,False
1172,Data Governance Analyst,4.2,Freedom Mortgage,"Marlton, NJ","Mount Laurel, NJ",1001 to 5000 employees,1990.0,Company - Private,Investment Banking & Asset Management,Finance,$1 to $2 billion (USD),,64.0,113.0,88.5,False,True,True,True,True
1173,Senior Healthcare Data Analyst,5.0,Cambridge Advisory Group,"King of Prussia, PA","King of Prussia, PA",1 to 50 employees,,Company - Private,Consulting,Business Services,$1 to $5 million (USD),,64.0,113.0,88.5,False,True,True,True,True
1174,Healthcare Data Analytics Analyst Senior,,Amerihealth Caritas Health ,"Philadelphia, PA",,,,,,,,,64.0,113.0,88.5,False,False,False,True,True
1175,SR BUSINESS DATA ANALYST PRN,3.3,Cooper University Health Care,"Camden, NJ","Camden, NJ",5001 to 10000 employees,1887.0,Hospital,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,,64.0,113.0,88.5,False,False,False,True,False
1176,AWS Analys/ Data analyst,3.9,Diverse Lynx,"Malvern, PA","Princeton, NJ",501 to 1000 employees,2002.0,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),,64.0,113.0,88.5,True,False,False,False,False
